STRNAME,SURFACE,FEDAID,COND_2019,COND_2021,COND_2022,COND_2023,COND_2024,COND_2025
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Fair,Fair
W I 96,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Fair
W I 96,Concrete,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Fair
W I 96,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Fair
W I 96,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Fair
W I 96,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Fair
W I 96,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W I 96,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W I 96,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W I 96,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W I 96,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W I 96,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W I 96,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W I 96,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W I 96,Asphalt,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96,Asphalt,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96,Asphalt,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96,Asphalt,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96,Asphalt,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96,Asphalt,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96,Asphalt,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96,Asphalt,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96,Asphalt,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96,Asphalt,Yes,Poor,Good,Good,Fair,Fair,Fair
W I 96,Concrete,Yes,Good,Good,Good,Good,Good,Good
W I 96,Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Fair,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Fair,Fair,Good,Good,Good,Good
W I 96,Concrete,Yes,Poor,Fair,Good,Good,Good,Good
W I 96 CD,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96 CD,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96 CD,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96 CD,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96 CD,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96 CD,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96 CD,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96 CD,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96 CD,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96 CD,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96 CD,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96 CD,Concrete,Yes,Poor,Fair,Fair,Fair,Fair,Good
W I 96 CD,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Good
W I 96 CD,Concrete,Yes,Poor,Poor,Poor,Fair,Fair,Good
W I 96 CD,Concrete,Yes,Poor,Fair,Fair,Fair,Fair,Good
W I 96 CD,Concrete,Yes,Poor,Poor,Poor,Fair,Fair,Good
W I 96 CD,Concrete,Yes,Poor,Poor,Poor,Fair,Fair,Good
W I 96 CD,Concrete,Yes,Poor,Poor,Poor,Fair,Fair,Good
W I 96 CD,Concrete,Yes,Poor,Good,Good,Fair,Fair,Good
W I 96 CD,Concrete,Yes,Poor,Good,Good,Fair,Fair,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Good
W I 96 CD,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Good
W I 96 CD,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Poor
W I 96 CD,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 CD,Concrete,Yes,Poor,Poor,Poor,Poor,Poor,Fair
W I 96 CD,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W I 96 Express/W I 96 Local RAMP (008Q),Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Fair
W I 96 Local/W I 96 Express RAMP (008I),Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W I 96 Service Drive,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
W I 96 Service Drive,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
W I 96 Service Drive,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
W I 96 Service Drive,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
W I 96 Service Drive,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
W I 96 Service Drive,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
W I 96 Service Drive,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Good
W I 96 Service Drive,Concrete,Yes,Poor,Poor,Poor,Fair,Fair,Good
W I 96 Service Drive,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Good
W I 96 Service Drive,Asphalt,Yes,Fair,Fair,Poor,Poor,Good,Good
W I 96 Service Drive,Asphalt,Yes,Good,Fair,Poor,Poor,Good,Good
W I 96 Service Drive,Asphalt,Yes,Fair,Fair,Fair,Fair,Poor,Poor
W I 96 Service Drive,Asphalt,Yes,Fair,Fair,Fair,Fair,Good,Good
W I 96 Service Drive,Asphalt,Yes,Poor,Fair,Fair,Fair,Good,Good
W I 96 Service Drive,Asphalt,Yes,Poor,Poor,Poor,Poor,Fair,Fair
W I 96 Service Drive,Asphalt,Yes,Fair,Poor,Fair,Fair,Fair,Fair
W I 96 Service Drive,Asphalt,Yes,Fair,Poor,Poor,Poor,Fair,Fair
W I 96 Service Drive,Asphalt,Yes,Fair,Poor,Poor,Poor,Fair,Fair
W I 96 Service Drive,Asphalt,Yes,Fair,Poor,Poor,Poor,Fair,Fair
W I 96 Service Drive,Asphalt,Yes,Fair,Poor,Fair,Fair,Fair,Fair
W I 96 Service Drive,Asphalt,Yes,Fair,Poor,Fair,Fair,Fair,Fair
W I 96 Service Drive,Asphalt,Yes,Poor,Poor,Fair,Fair,Fair,Fair
W I 96 Service Drive,Asphalt,Yes,Poor,Poor,Fair,Fair,Fair,Fair
W I 96 Service Drive,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
W I 96 Service Drive,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
W I 96 Service Drive,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
W I 96 Service Drive,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
W I 96 Service Drive,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
W I 96 Service Drive,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
W I 96 Service Drive,Concrete,Yes,Poor,Poor,Poor,Poor,Good,Good
W I 96 Service Drive,Concrete,Yes,Fair,Poor,Poor,Poor,Good,Good
W I 96/6 Mile RAMP (100A),Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96/6 Mile RAMP (100A),Concrete,Yes,Good,Fair,Poor,Poor,Poor,Poor
W I 96/8 Mile RAMP (002D),Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96/Beech Daly RAMP (132C),Concrete,Yes,Good,Fair,Good,Good,Fair,Fair
W I 96/Davison RAMP (139C),Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
W I 96/Davison RAMP (139C),Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
W I 96/E 7 Mile RAMP (101A),Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96/E I 94 RAMP (213H),Concrete,Yes,Good,Good,Good,Fair,Fair,Good
W I 96/E I 94 RAMP (213H),Concrete,Yes,Good,Good,Good,Fair,Fair,Good
W I 96/E I 94 RAMP (213H),Concrete,Yes,Good,Good,Good,Fair,Fair,Good
W I 96/Evergreen RAMP (135C),Concrete,Yes,Fair,Good,Good,Good,Good,Fair
W I 96/Farmington RAMP (128C),Concrete,Yes,Good,Fair,Good,Good,Fair,Fair
W I 96/Grand RAMP (143C),Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
W I 96/Grand River RAMP (137C),Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Good
W I 96/Grand River RAMP (137C),Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Good
W I 96/Greenfield RAMP (136C),Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Good
W I 96/I 94 RAMP (213H),Concrete,Yes,Good,Good,Good,Good,Good,Good
W I 96/I 94 RAMP (213H),Concrete,Yes,Fair,Good,Good,Good,Good,Good
W I 96/Inkster RAMP (131C),Concrete,Yes,Good,Fair,Good,Good,Fair,Fair
W I 96/Joy RAMP (142A),Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
W I 96/Joy RAMP (142A),Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
W I 96/Levan RAMP (127A),Concrete,Yes,Good,Fair,Poor,Poor,Fair,Fair
W I 96/Livernois RAMP (141C),Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Poor
W I 96/M 39 RAMP (008R),Concrete,Yes,Poor,Fair,Fair,Poor,Poor,Good
W I 96/M 39 RAMP (008R),Concrete,Yes,Poor,Poor,Poor,Good,Good,Poor
W I 96/M 39 RAMP (008X),Concrete,Yes,Fair,Fair,Fair,Good,Good,Fair
W I 96/M 39 RAMP (008X),Concrete,Yes,Fair,Poor,Poor,Good,Good,Fair
W I 96/Merriman RAMP (129C),Concrete,Yes,Good,Fair,Fair,Fair,Fair,Fair
W I 96/Michigan RAMP (036A),Concrete,Yes,Good,Fair,Fair,Good,Good,Fair
W I 96/Michigan RAMP (036A),Concrete,Yes,Good,Fair,Fair,Good,Good,Fair
W I 96/Middlebelt RAMP (130C),Concrete,Yes,Good,Good,Fair,Fair,Fair,Fair
W I 96/N Evergreen RAMP (135C),Concrete,Yes,Fair,Good,Good,Good,Good,Fair
W I 96/N M 39 RAMP (008R),Concrete,Yes,Poor,Fair,Fair,Good,Good,Poor
W I 96/N M 39 RAMP (008R),Concrete,Yes,Poor,Fair,Fair,Good,Good,Poor
W I 96/N M 39 RAMP (008R),Concrete,Yes,Poor,Fair,Fair,Good,Good,Poor
W I 96/Newburgh RAMP (126C),Concrete,Yes,Good,Fair,Good,Good,Fair,Fair
W I 96/Outer RAMP (134C),Concrete,Yes,Fair,Good,Good,Good,Good,Fair
W I 96/S Evergreen RAMP (135D),Concrete,Yes,Fair,Fair,Fair,Good,Good,Fair
W I 96/S Evergreen RAMP (135D),Concrete,Yes,Fair,Fair,Fair,Good,Good,Fair
W I 96/S M 39 RAMP (008P),Concrete,Yes,Poor,Good,Good,Good,Good,Poor
W I 96/S M 39 RAMP (008P),Concrete,Yes,Fair,Good,Good,Good,Good,Good
W I 96/S M 39 RAMP (008P),Concrete,Yes,Fair,Good,Good,Good,Good,Good
W I 96/S M 39 RAMP (008P),Concrete,Yes,Fair,Good,Good,Good,Good,Good
W I 96/S M 39 RAMP (008P),Concrete,Yes,Fair,Good,Good,Good,Good,Good
W I 96/S M 39 RAMP (008P),Concrete,Yes,Fair,Good,Good,Good,Good,Good
W I 96/S M 39 RAMP (008P),Concrete,Yes,Fair,Good,Good,Good,Good,Good
W I 96/S M 39 RAMP (008P),Concrete,Yes,Fair,Fair,Fair,Good,Good,Good
W I 96/S M 39 RAMP (008P),Concrete,Yes,Poor,Poor,Poor,Good,Good,Good
W I 96/US 24 RAMP (133C),Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
W I 96/W 7 Mile RAMP (101B),Concrete,Yes,Good,Fair,Good,Good,Good,Good
W I 96/W I 94 RAMP (213I),Concrete,Yes,Poor,Poor,Poor,Poor,Poor,Fair
W I 96/W I 94 RAMP (213I),Concrete,Yes,Good,Good,Good,Good,Good,Fair
W I 96/W I 94 RAMP (213I),Concrete,Yes,Good,Good,Good,Good,Good,Good
W I 96/W I 94 RAMP (213I),Concrete,Yes,Good,Good,Good,Good,Good,Good
W I 96/W I 94 RAMP (213I),Concrete,Yes,Good,Good,Good,Good,Good,Good
W I 96/W I 94 RAMP (213I),Concrete,Yes,Good,Good,Good,Good,Good,Good
W I 96/W I 94 RAMP (213I),Concrete,Yes,Good,Good,Good,Fair,Fair,Good
W I 96/W I 94 RAMP (213I),Concrete,Yes,Good,Good,Good,Good,Good,Good
W I 96/W I 94 RAMP (213I),Concrete,Yes,Good,Good,Good,Fair,Fair,Good
W I 96/W I 94 RAMP (213I),Concrete,Yes,Good,Good,Good,Fair,Fair,Good
W I 96/W I 94 RAMP (213I),Concrete,Yes,Good,Good,Good,Fair,Fair,Good
W I 96/W I 94 RAMP (213I),Concrete,Yes,Fair,Good,Good,Fair,Fair,Good
W I 96/Warren RAMP (144A),Concrete,Yes,Fair,Fair,Fair,Good,Good,Fair
W I 96/Wyoming RAMP (138C),Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Good
W I 96/Wyoming RAMP (138C),Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W Jackson Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Fair
W Jefferson Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
W Jefferson Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
W Jefferson Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
W Jefferson Ave,Asphalt,No,Fair,Fair,Fair,Fair,Poor,Poor
W Jefferson Ave,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Good
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Good,Good,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Good,Good,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Good,Good,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Good,Good,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
W Jefferson Ave,Asphalt,Yes,Good,Poor,Poor,Fair,Fair,Poor
W Jefferson Ave,Asphalt,Yes,Good,Good,Good,Fair,Fair,Poor
W Jefferson Ave,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Poor
W Jefferson Ave,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Poor,Poor,Poor,Poor,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Poor
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Poor
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Poor
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Fair
W Jefferson Ave,Concrete,Yes,Good,Fair,Fair,Good,Good,Poor
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
W Jefferson Ave,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
W Jefferson Ave,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Good
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Good,Good,Good
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Good,Good,Good
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Good,Good,Good
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Good,Good,Good
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Good,Good,Good
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Good,Good,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Good,Good,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Good,Good,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Good,Good,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Good,Good,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Good,Good,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Good,Good,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Good,Good,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Good,Good,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Good,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Good,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Poor
W Jefferson Ave,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
W Jefferson Ave,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
