OBJECTID,FENAME,FETYPE,NFC,LegalSystem,Nhs,FedAid,COUNTYL,COUNTYR,SEMMCDL,SEMMCDR,COMMUNITYL,COUNTYNAMEL,COMMUNITYR,COUNTYNAMER,VER,lenmi,Shape__Length
20983,Fairlane,Dr,0,0,0,No,163,163,1005,1005,Allen Park,Wayne,Allen Park,Wayne,22,1.29391,6833.693006
20984,Fairlane,Dr,0,0,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.73931,3904.622123
20985,Fairlane,Dr,0,0,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.03062,161.7219192
20986,Fairlane,Blvd,0,0,0,No,163,163,1215,1215,Woodhaven,Wayne,Woodhaven,Wayne,22,0.17678,933.7068861
20992,Fairlane,Cir,7,4,0,No,163,163,1005,1005,Allen Park,Wayne,Allen Park,Wayne,22,0.47501,2508.716277
20993,Fairlane,Dr,7,4,0,No,163,163,1005,1005,Allen Park,Wayne,Allen Park,Wayne,22,0.91266,4820.151798
20994,Fairlane,Ave,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.21315,1125.741364
20995,Fairlane,Ct,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.22378,1181.864723
20996,Fairlane,Dr,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.53632,2832.547332
20997,Fairlane,Rd,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.49133,2594.92859
20998,Fairlane,Dr,7,5,0,No,163,163,1190,1190,Trenton,Wayne,Trenton,Wayne,22,0.16621,877.8979172
20999,Fairlane,St,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.14591,770.6590174
21002,Fairlane Dr,Turn,0,0,0,No,163,163,1005,1005,Allen Park,Wayne,Allen Park,Wayne,22,0.03138,165.7642368
21003,Fairlane Dr,Turn,7,4,0,No,163,163,1005,1005,Allen Park,Wayne,Allen Park,Wayne,22,0.02074,109.5683879
21004,Fairlane Meadow,Ct,0,0,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.45848,2421.411598
21005,Fairlane Meadow,Grv,0,0,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.17766,938.2885523
21006,Fairlane Woods,Dr,0,0,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,1.17647,6213.419358
21007,Fairlane Woods,Dr,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.17101,903.1480663
21010,Fairlawn,Ct,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.14599,771.0541621
21012,Fairlawn,Dr,7,5,0,No,163,163,1045,1045,Flat Rock (Wayne),Wayne,Flat Rock (Wayne),Wayne,22,0.20958,1106.979986
21016,Fairmont,Dr,0,0,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.1836,969.723912
21021,Fairmont,,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.46108,2435.183233
21022,Fairmont,Ct,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.07425,392.1497787
21023,Fairmont,St,7,5,0,No,163,163,1155,1155,River Rouge,Wayne,River Rouge,Wayne,22,0.17264,911.8061495
21030,Fairmount,Dr,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.88217,15220.81723
21034,Fairmount Park,Ln,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.20088,1061.00703
21037,Fairport,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.00844,10606.71878
21038,Fairview,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.29987,1583.677276
21039,Fairview,Rd,0,0,0,No,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,0.52885,2793.272312
21040,Fairview,Ln,0,0,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.15162,800.7974722
21041,Fairview,Ct,0,0,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.08873,468.6609454
21052,Fairview,Dr,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.23996,1267.388005
21059,Fairview,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.36033,12465.14983
21060,Fairview,Dr,7,5,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.70365,3716.264322
21061,Fairview,Ave,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.37952,2004.508943
21076,Fairway,Cir,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.29668,1566.943097
21077,Fairway,Dr,0,0,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.71337,3767.612114
21094,Fairway,Dr,7,3,0,No,163,163,1060,1060,Grosse Ile Twp,Wayne,Grosse Ile Twp,Wayne,22,0.17166,906.6400905
21103,Fairway,Dr,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.01096,5339.112342
21104,Fairway,Ct,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.05761,304.2728699
21105,Fairway,Dr,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.2173,1147.686458
21106,Fairway,Ave,7,5,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.09651,509.7322664
21107,Fairway,Ave,7,5,0,No,163,163,1085,1085,Grosse Pointe Woods,Wayne,Grosse Pointe Woods,Wayne,22,0.67429,3560.908685
21108,Fairway,Ln,7,5,0,No,163,163,1085,1085,Grosse Pointe Woods,Wayne,Grosse Pointe Woods,Wayne,22,0.1769,934.193889
21109,Fairway,Ct,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.04058,214.2973847
21110,Fairway,Dr,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,2.01412,10637.5207
21111,Fairway,Rd,7,5,0,No,163,163,1160,1160,Riverview,Wayne,Riverview,Wayne,22,0.05897,311.4431577
21112,Fairway,Dr,7,5,0,No,163,163,1215,1215,Woodhaven,Wayne,Woodhaven,Wayne,22,1.13296,5983.970573
21122,Fairway III,Rd,0,0,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.09409,496.9543145
21137,Fairwood,Dr,0,0,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.12357,652.6374235
21141,Fairwood,Dr,7,5,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,1.0947,5781.594573
21142,Fairwood,Dr,7,5,0,No,163,163,1110,1110,Inkster,Wayne,Inkster,Wayne,22,0.5602,2958.712371
21158,Falcon,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.35118,1854.689755
21159,Falcon,St,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.13648,720.7967608
21160,Falcon,Ave,7,5,0,No,163,163,1090,1090,Hamtramck,Wayne,Hamtramck,Wayne,22,0.05223,275.8394305
21174,Fallbrook,Rd,7,3,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.12105,639.3401835
21185,Fallow,Ct,7,5,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.07082,374.0379717
21211,Fargo,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.06357,335.7034643
21212,Fargo,St,0,0,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.37272,1968.485503
21215,Fargo,St,7,3,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.66962,3536.510799
21218,Fargo,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.96182,15642.25868
21219,Fargo,Ave,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.86104,4547.487978
21220,Fargo,Dr,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.16909,893.0170777
21221,Fargo,St,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.24553,1296.760288
21225,Farley,St,7,3,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,1.38447,7311.963842
21230,Farm,Rd,0,0,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.45511,2403.795651
21238,Farm View,Dr,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.03523,186.0571198
21243,Farmbrook,Dr,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.52143,2753.916047
21248,Farmbrook,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.29926,6861.387088
21260,Farmcrest,Ct,7,3,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.09483,500.8460572
21261,Farmcrest,Ln,7,3,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.12095,638.7999605
21266,Farmer,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.27888,1472.839323
21267,Farmer,St,5,7,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.05453,288.0055019
21268,Farmer,St,7,4,0,No,163,163,1140,1140,Plymouth,Wayne,Plymouth,Wayne,22,0.46773,2470.334307
21269,Farmer,St,7,5,0,No,163,163,1140,1140,Plymouth,Wayne,Plymouth,Wayne,22,0.5578,2946.026372
21281,Farmington,Rd,3,2,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,5.72322,30226.87415
21284,Farmington,Rd,4,2,0,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.99776,5269.669923
21290,Farmington,Rd,5,2,0,Yes,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.2632,1390.094502
21291,Farmington,Rd,7,4,0,No,163,163,1050,1050,Garden City,Wayne,Garden City,Wayne,22,1.51269,7989.268789
21292,Farmington,Rd,7,4,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.99398,5249.761336
21293,Farmington,Ct,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.04863,256.8610296
21294,Farmington,Rd,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.7074,3736.163585
21296,Farmington Service Drive,,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.349,1843.232933
21297,Farmington/E I 96,Ramp,1,1,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.17459,922.0738181
21298,Farmington/W I 96,Ramp,1,1,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.16255,858.5093314
21307,Farnham,Dr,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.02936,155.0486394
21308,Farnham,Ave,7,5,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,1.01665,5369.442955
21309,Farnsworth,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.06048,319.4318741
21314,Farnsworth,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.12345,651.935747
21315,Farnsworth,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.76538,9323.326702
21321,Farnum,Ave,7,5,0,No,163,163,1110,1110,Inkster,Wayne,Inkster,Wayne,22,0.57293,3026.01372
21322,Farnum,Ave,7,5,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.66739,3524.860029
21323,Farnum,Ave,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.16593,876.3950512
21335,Farpointe,Rd,0,0,0,No,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,0.10637,561.8416453
21337,Farr,Dr,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.05421,286.3078927
21340,Farr,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.34914,1843.860032
21341,Farragut,Ct,0,0,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.03884,205.1168296
21342,Farragut,Ave,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.8664,4576.003797
21344,Farrand,Park,7,5,0,No,163,163,1100,1100,Highland Park,Wayne,Highland Park,Wayne,22,0.50146,2648.326035
21368,Faust,Ave,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.10077,532.2046378
21370,Faust,Ave,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,5.86006,30949.01427
21374,Fawn,,0,0,0,No,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,0.04618,243.9187166
21379,Fawn,Rd,7,3,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.33559,1772.474824
21395,Fawn Woods,Ct,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.05523,291.7256278
21400,Fay,Dr,0,0,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.2049,1082.201012
21407,Fayette,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.0633,334.3167353
21409,Fayette,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.2144,1132.299154
21413,Feather,Ct,0,0,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.03263,172.3224865
21428,Federal,Blvd,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,1.08811,5747.09271
21431,Federal,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.42637,2251.797978
21432,Federal,Dr,7,4,0,No,163,163,1005,1005,Allen Park,Wayne,Allen Park,Wayne,22,0.43636,2304.582182
21442,Felch,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.09066,478.8054645
21445,Felice,Ave,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.10302,544.1163015
21453,Fellows Creek,Ct,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.2365,1249.118582
21454,Fellows Creek,Dr,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,1.08111,5709.969176
21455,Fellows Hill,Ct,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.10729,566.6457367
21456,Fellows Hill,Dr,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.93924,4960.712229
21457,Fellrath,Ave,0,0,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.12068,637.3870257
21458,Fellrath,Ave,7,5,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.43654,2305.617142
21459,Fellrath,Ave,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,1.31388,6939.373821
21462,Felt,Rd,7,3,0,No,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,0.51067,2697.263074
21469,Fenelon,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.10989,5861.51472
21470,Fenelon,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.54052,8135.656164
21471,Fenkell,St,4,2,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,5.91304,31228.65547
21472,Fenkell,St,4,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.11793,11185.30551
21474,Fenmore,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.19242,11578.73956
21478,Fenster,Ave,7,3,0,No,163,163,1180,1180,Sumpter Twp,Wayne,Sumpter Twp,Wayne,22,0.32798,1732.351113
21481,Fenton,Ave,7,3,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,0.24838,1311.797615
21482,Fenton,St,7,3,0,No,163,163,1150,1150,Redford Twp,Wayne,Redford Twp,Wayne,22,2.19834,11610.29263
21484,Fenton,Ave,7,4,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.99586,5259.580898
21485,Fenton,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.82003,9612.237301
21486,Fenton,Ave,7,5,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.81023,4279.16339
21495,Fenwick,Dr,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.22091,1166.784933
21499,Fenwick,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.02553,134.8144233
21505,Ferdinand,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.04583,242.043896
21506,Ferdinand,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.19719,6322.73234
21510,Ferguson,Ave,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.18091,955.4802672
21512,Ferguson,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,3.23809,17101.23612
21519,Fermanagh,Ct,7,3,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.06061,320.0903957
21520,Fermanagh,Dr,7,3,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.27252,1439.326399
21521,Fern,St,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.93754,4951.64524
21527,Fern,Ct,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.07228,381.7348469
21528,Fern,Ave,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.12558,663.2420585
21529,Fern,,7,5,0,No,163,163,1005,1005,Allen Park,Wayne,Allen Park,Wayne,22,0.0331,174.8156873
21530,Fern,,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.1271,671.2486279
21531,Fern,,7,5,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.06117,323.0897095
21551,Ferndale,Ave,7,5,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.24615,1300.068148
21556,Ferney,Ave,4,2,0,Yes,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.40969,2163.7044
21557,Ferney,Ave,5,4,0,Yes,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.31668,1672.531242
21558,Ferney,Ave,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.48556,2564.415848
21561,Fernhill,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.49323,2604.818139
21572,Fernwood,Rd,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.03091,163.2323573
21578,Fernwood,Rd,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.2544,1343.66311
21583,Fernwood,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.06897,364.2932928
21584,Fernwood,Ave,7,5,0,No,163,163,1110,1110,Inkster,Wayne,Inkster,Wayne,22,0.34537,1824.095194
21585,Fernwood,Ave,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.78231,4131.819503
21586,Fernwood,Dr,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.47924,2531.137731
21587,Fernwood,St,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.05664,299.1226897
21592,Ferraina,Dr,0,0,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.15313,808.779292
21597,Ferris,St,7,4,0,No,163,163,1100,1100,Highland Park,Wayne,Highland Park,Wayne,22,0.5067,2675.974861
21598,Ferris,Ave,7,4,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,2.3617,12473.30262
21600,Ferris,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.27336,1443.705885
21601,Ferris,St,7,5,0,No,163,163,1100,1100,Highland Park,Wayne,Highland Park,Wayne,22,0.0583,307.880244
21602,Ferris,Ave,7,5,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.1266,668.6607481
21608,Ferry,Ave,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.09952,525.597241
21610,Ferry,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.63214,8619.669589
21611,Ferry,Rd,7,3,0,No,163,163,1060,1060,Grosse Ile Twp,Wayne,Grosse Ile Twp,Wayne,22,1.62821,8599.61384
21612,Ferry,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.46857,2474.620404
21613,Ferry,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.66476,3510.69797
21618,Ferry Park,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.22901,1209.48363
21619,Ferry Park,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.65986,3484.87952
21620,Ferry Park,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.28012,1479.377224
21626,Festival,Ct,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.04752,250.9799366
21632,Fiddlers,Cv,7,3,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.03661,193.3532308
21635,Field,St,0,0,0,No,163,163,1045,1045,Flat Rock (Wayne),Wayne,Flat Rock (Wayne),Wayne,22,0.23568,1244.83637
21642,Field,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.87643,15190.90311
21643,Field,Ave,7,5,0,No,163,163,1045,1045,Flat Rock (Wayne),Wayne,Flat Rock (Wayne),Wayne,22,0.35708,1886.011555
21663,Fielding,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,6.13606,32406.65984
21679,Fieldstone,Dr,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.14815,782.450872
21692,Fieldview,Ct,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.07377,389.6448596
21693,Fieldview,Dr,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.16413,866.8706045
21705,Figueroa,Ave,0,0,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.10392,548.8373275
21706,Figueroa,Ave,7,5,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.24404,1288.90758
21708,Filbert,St,0,0,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.05264,278.0336046
21711,Filbert,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.57583,3040.979293
21712,Filbert,St,7,5,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.19554,1032.778114
21713,Filbert,Ave,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.18082,955.0157377
21715,Filer,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.06534,345.0748812
21717,Filer,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.17775,6219.823985
21720,Fillmore,St,7,3,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.07274,384.1959536
21723,Filmore,St,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.28688,1515.19674
21724,Filmore,Dr,0,0,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.05395,284.9555029
21725,Filmore,St,0,0,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.14885,786.1963328
21728,Filmore,Ave,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.54979,2903.660477
21729,Filmore,Ave,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.478,2524.589206
21730,Filmore,St,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.54348,2870.474941
21731,Filmore,St,7,5,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.14767,779.9504994
21738,Finch,Ave,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.11019,581.9789796
21744,Findlay,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.92853,4903.658449
21753,Finley,Dr,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.2879,1520.579772
21762,Fir,Ct,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.05461,288.418535
21782,Firestone,Ave,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.48357,2553.91668
21783,Firestone,St,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.24536,1295.839761
21787,First,St,0,0,0,No,163,163,1175,1175,Southgate,Wayne,Southgate,Wayne,22,0.18798,992.8517806
21791,Firwood,Ave,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.22949,1212.060336
21792,Firwood,Dr,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.05261,277.8478006
21796,Firwood,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.54985,2903.917527
21802,Fischer,Ave,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.82331,9629.195403
21803,Fischer,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.38016,7288.841006
21804,Fischer,Dr,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.21856,1154.325438
21825,Fisher,Rd,5,4,0,Yes,163,163,1065,1070,Grosse Pointe,Wayne,Grosse Pointe Farms,Wayne,22,0.69243,3656.732892
21833,Fisher,Rd,7,3,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.12939,683.4025117
21842,Fisher,Rd,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.00462,24.39421388
